Region,PA,N,Month,Season,Year,ID,Act_score,Impact_sco,ImpactS_t1,ImpactS_t2,ImpactS_t3,ImpactS_t4,ImpactS_t5,Area,PercentBLW,Fal,Roe,Red,CWD,Mun,Sik,FCNE
North West,Cumbria,1,5,Spring,2017,2497,3,3,1,1,NA,NA,NA,6.633932804,0.82,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2497,1,1,1,NA,NA,NA,NA,6.633932804,0.82,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2497,3,1,NA,NA,NA,NA,NA,6.633932804,0.82,0,1,1,0,0,1,1
East of England,NA,1,3,Spring,2014,7033,3,3,NA,NA,NA,NA,NA,6.664526708,0.97,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7598,5,5,NA,NA,NA,NA,NA,6.682044133,0.99,1,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2016,7481,3,2,NA,NA,NA,NA,NA,6.697514267,0.96,1,1,0,1,1,0,0
East of England,NA,1,9,Autumn,2016,7007,3,3,NA,NA,NA,NA,NA,6.710731929,0.14,1,1,1,0,1,0,0
North West,Cumbria,1,5,Spring,2017,2593,1,1,1,1,NA,NA,NA,6.771301265,0.99,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2593,1,1,1,NA,NA,NA,NA,6.771301265,0.99,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2593,1,1,NA,NA,NA,NA,NA,6.771301265,0.99,1,1,1,0,0,0,1
North East,NA,1,3,Spring,2015,2526,1,0,0,NA,NA,NA,NA,6.874729315,0.40,0,1,0,0,0,0,0
North East,NA,1,3,Spring,2016,2526,1,0,NA,NA,NA,NA,NA,6.874729315,0.40,0,1,0,0,0,0,0
East of England,Suffolk,1,3,Spring,2019,1157,4,5,NA,NA,NA,NA,NA,6.876716309,0.84,1,1,0,0,1,0,1
North West,Cumbria,1,9,Autumn,2013,2505,3,4,NA,NA,NA,NA,NA,6.98716886,0.95,0,1,0,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2505,3,5,NA,NA,NA,1,1,6.98716886,0.95,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2505,1,1,1,1,NA,NA,NA,6.98716886,0.95,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2505,1,1,1,NA,NA,NA,NA,6.98716886,0.95,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2505,1,1,NA,NA,NA,NA,NA,6.98716886,0.95,0,1,1,0,0,0,1
East of England,NA,1,9,Autumn,2016,7585,NA,4,NA,NA,NA,NA,NA,7.040368702,0.88,1,0,0,0,1,0,0
North West,NA,1,4,Spring,2017,2531,1,1,NA,NA,NA,NA,NA,7.082913351,0.93,0,1,0,0,0,0,0
East of England,Suffolk,1,9,Autumn,2016,2443,5,3,NA,NA,NA,NA,NA,7.090453603,0.80,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2009,2443,3,1,NA,1,3,1,3,7.090453603,0.80,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,2443,3,1,3,1,3,NA,NA,7.090453603,0.80,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,2443,3,3,1,3,NA,NA,NA,7.090453603,0.80,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,2443,3,1,3,NA,NA,NA,NA,7.090453603,0.80,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2443,3,3,NA,NA,NA,NA,NA,7.090453603,0.80,0,1,1,0,1,0,1
East of England,NA,1,3,Spring,2015,7592,3,2,NA,NA,NA,NA,NA,7.122571995,0.99,0,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2016,7304,5,5,NA,NA,NA,NA,NA,7.187745832,0.98,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7091,2,2,NA,NA,NA,NA,NA,7.196999124,0.79,1,1,1,0,1,0,0
North West,Cumbria,1,9,Autumn,2013,2508,3,4,NA,NA,NA,NA,NA,7.203682936,0.83,0,1,0,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2508,3,5,NA,NA,NA,1,1,7.203682936,0.83,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2508,1,1,1,1,NA,NA,NA,7.203682936,0.83,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2508,1,1,1,NA,NA,NA,NA,7.203682936,0.83,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2508,1,1,NA,NA,NA,NA,NA,7.203682936,0.83,0,1,1,0,0,0,1
East of England,Suffolk,1,9,Autumn,2016,2052,5,5,5,5,NA,NA,NA,7.207843424,1.94,1,1,1,0,1,0,1
East of England,Suffolk,1,12,Autumn,2017,2052,5,5,5,NA,NA,NA,NA,7.207843424,1.94,1,1,0,0,1,0,1
East of England,Suffolk,1,11,Autumn,2018,2052,3,5,NA,NA,NA,NA,NA,7.207843424,1.94,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,2052,5,3,NA,NA,NA,NA,NA,7.207843424,1.94,1,1,1,0,1,0,1
East of England,NA,1,9,Autumn,2016,7059,4,4,NA,NA,NA,NA,NA,7.210369839,0.95,1,1,0,1,1,0,0
East of England,NA,1,3,Spring,2013,7209,3,5,5,1,NA,NA,NA,7.211098905,0.93,1,0,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7209,3,5,1,NA,NA,NA,NA,7.211098905,0.93,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7209,3,1,NA,NA,NA,NA,NA,7.211098905,0.93,1,1,1,0,1,0,0
East of England,Suffolk,1,3,Spring,2015,1095,3,3,NA,NA,NA,5,NA,7.213977587,0.90,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1095,5,5,NA,NA,NA,NA,NA,7.213977587,0.90,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2469,3,3,NA,NA,NA,NA,NA,7.263622221,1.00,1,1,1,0,1,0,1
East Midlands,NA,1,3,Spring,2015,7114,3,3,NA,NA,NA,NA,NA,7.272045911,0.96,0,1,0,0,1,0,0
North West,Cumbria,1,6,Spring,2017,2583,1,1,1,3,NA,NA,NA,7.290521558,0.00,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2583,1,1,3,NA,NA,NA,NA,7.290521558,0.00,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2583,1,3,NA,NA,NA,NA,NA,7.290521558,0.00,0,1,1,0,0,1,1
East of England,Suffolk,1,9,Autumn,2016,2437,5,5,NA,NA,NA,NA,NA,7.343789927,1.13,1,1,1,0,1,0,1
East of England,NA,1,3,Spring,2013,7479,3,3,3,3,NA,NA,NA,7.424634552,0.00,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7479,3,3,3,NA,NA,NA,NA,7.424634552,0.00,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7479,3,3,NA,NA,NA,NA,NA,7.424634552,0.00,1,1,1,1,1,0,0
Wales,NA,1,3,Spring,2015,7426,3,3,NA,NA,NA,NA,NA,7.459517233,0.00,1,1,1,0,1,0,0
Wales,NA,1,3,Spring,2015,1962,5,5,NA,5,5,5,NA,7.460228696,0.81,1,1,0,1,1,0,0
Wales,NA,1,4,Spring,2017,1962,4,5,5,5,NA,NA,NA,7.460228696,0.81,1,0,0,0,1,0,0
Wales,NA,1,6,Spring,2018,1962,5,5,5,NA,NA,NA,NA,7.460228696,0.81,1,1,0,0,1,0,0
Wales,NA,1,6,Spring,2019,1962,3,5,NA,NA,NA,NA,NA,7.460228696,0.81,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7140,4,4,NA,NA,NA,NA,NA,7.581036974,0.95,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7378,5,4,3,4,NA,3,NA,7.581498892,0.14,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7378,3,3,4,NA,3,NA,NA,7.581498892,0.14,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2016,7378,4,4,NA,3,NA,NA,NA,7.581498892,0.14,1,1,0,0,1,0,0
East of England,NA,1,4,Spring,2018,7378,5,3,NA,NA,NA,NA,NA,7.581498892,0.14,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7145,3,5,5,3,NA,NA,NA,7.594525607,0.87,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7145,3,5,3,NA,NA,NA,NA,7.594525607,0.87,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7145,3,3,NA,NA,NA,NA,NA,7.594525607,0.87,1,1,1,1,1,0,0
Wales,NA,1,9,Autumn,2014,7362,0,5,NA,NA,NA,NA,NA,7.605844475,0.18,1,1,1,1,1,0,0
Wales,NA,1,3,Spring,2015,7362,3,5,NA,NA,NA,NA,NA,7.605844475,0.18,1,1,1,1,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1147,3,3,NA,NA,NA,NA,NA,7.615848418,0.94,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1147,3,3,NA,NA,NA,NA,NA,7.615848418,0.94,1,1,1,0,1,0,1
Wales,NA,1,9,Autumn,2014,7337,1,1,NA,NA,NA,NA,NA,7.677687877,0.99,1,1,1,0,1,0,0
Wales,NA,1,3,Spring,2015,7337,0,1,NA,NA,NA,NA,NA,7.677687877,0.99,1,1,1,0,1,0,0
East of England,Suffolk,1,3,Spring,2019,3273,4,4,NA,NA,NA,NA,NA,7.692107857,0.85,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,1098,5,5,NA,NA,NA,NA,NA,7.699312045,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,1098,3,3,3,NA,NA,NA,NA,7.699312045,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1098,2,3,NA,NA,NA,NA,NA,7.699312045,0.97,1,1,0,0,1,0,1
South East,NA,1,3,Spring,2014,7041,3,2,NA,NA,NA,NA,NA,7.715384494,0.92,1,1,0,0,1,1,0
East of England,NA,1,3,Spring,2012,7208,5,5,NA,NA,NA,NA,NA,7.715489276,0.90,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2016,7282,1,3,NA,NA,NA,NA,NA,7.764515702,0.94,1,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1107,2,2,NA,NA,NA,NA,NA,7.78151108,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2016,1107,5,3,NA,3,2,NA,NA,7.78151108,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,1107,2,3,2,NA,NA,NA,NA,7.78151108,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1107,2,2,NA,NA,NA,NA,NA,7.78151108,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,2450,0,5,1,5,3,5,NA,7.799023025,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,2450,0,1,5,3,5,NA,NA,7.799023025,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,2450,0,5,3,5,NA,NA,NA,7.799023025,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2450,0,3,5,NA,NA,NA,4,7.799023025,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,2450,3,5,NA,NA,NA,4,NA,7.799023025,0.96,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,2450,4,4,NA,NA,NA,NA,NA,7.799023025,0.96,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7174,2,2,NA,NA,NA,NA,NA,7.827582203,0.98,0,0,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2014,2454,0,1,NA,2,NA,NA,NA,7.841245728,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,2454,2,2,NA,NA,NA,NA,NA,7.841245728,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2454,3,NA,1,NA,NA,3,2,7.841245728,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,2454,3,1,NA,NA,3,NA,NA,7.841245728,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,2454,3,3,2,NA,NA,NA,NA,7.841245728,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2019,2454,2,2,NA,NA,NA,NA,NA,7.841245728,0.99,1,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7564,5,5,NA,NA,NA,NA,NA,7.869915346,1.05,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7607,5,5,NA,NA,NA,NA,NA,7.932544685,0.97,1,1,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2014,7061,3,5,NA,NA,NA,NA,NA,7.959586279,0.98,1,1,1,0,1,0,1
South East,Oxford,1,4,Spring,2016,2671,3,4,NA,4,NA,NA,NA,7.964076069,1.10,1,1,0,0,1,1,1
South East,Oxford,1,4,Spring,2018,2671,3,4,NA,NA,NA,NA,NA,7.964076069,1.10,1,1,0,0,1,1,1
East of England,Suffolk,1,4,Spring,2016,1111,5,4,NA,5,4,NA,NA,8.032516682,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2018,1111,5,5,4,NA,NA,NA,NA,8.032516682,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1111,4,4,NA,NA,NA,NA,NA,8.032516682,0.98,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2014,7122,1,1,NA,NA,NA,NA,NA,8.035480621,0.83,1,0,1,0,1,0,0
North West,Cumbria,1,4,Spring,2018,2543,1,1,1,NA,NA,NA,NA,8.128868752,0.91,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2543,1,1,NA,NA,NA,NA,NA,8.128868752,0.91,0,1,0,0,0,0,1
East of England,Suffolk,1,5,Spring,2018,2893,5,5,NA,NA,NA,NA,NA,8.13092887,0.80,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7006,3,2,NA,NA,NA,NA,NA,8.135880534,0.97,1,1,0,1,1,0,0
East of England,Suffolk,1,3,Spring,2014,2445,3,3,NA,NA,NA,NA,NA,8.166850258,0.99,0,1,1,0,1,0,1
Yorkshire and The Humber,NA,1,3,Spring,2016,7288,1,1,NA,NA,NA,NA,NA,8.171707294,0.67,0,1,0,0,0,0,0
North West,Cumbria,1,6,Spring,2017,2604,1,1,1,3,NA,NA,NA,8.18029179,1.00,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2604,1,1,3,NA,NA,NA,NA,8.18029179,1.00,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2604,3,3,NA,NA,NA,NA,NA,8.18029179,1.00,0,1,1,0,0,0,1
East of England,NA,1,3,Spring,2014,7381,3,3,NA,NA,NA,NA,NA,8.224720443,0.92,1,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7181,1,1,NA,NA,NA,NA,NA,8.237808431,0.97,1,1,1,0,1,0,0
East of England,Suffolk,1,9,Autumn,2014,2455,0,5,NA,NA,NA,NA,NA,8.247069897,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2455,5,NA,4,NA,3,4,3,8.247069897,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,2455,4,4,NA,3,4,3,NA,8.247069897,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,2455,4,3,4,3,NA,NA,NA,8.247069897,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,2455,4,4,3,NA,NA,NA,NA,8.247069897,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,2455,5,3,NA,NA,NA,NA,NA,8.247069897,0.95,1,1,0,0,1,0,1
North West,Cumbria,1,9,Autumn,2013,2517,3,4,NA,NA,NA,NA,NA,8.300124244,0.64,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2517,3,5,NA,NA,NA,1,1,8.300124244,0.64,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2517,1,1,1,1,NA,NA,NA,8.300124244,0.64,0,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2018,2517,1,1,1,NA,NA,NA,NA,8.300124244,0.64,0,1,1,0,0,1,1
North West,Cumbria,1,4,Spring,2019,2517,1,1,NA,NA,NA,NA,NA,8.300124244,0.64,0,1,1,0,0,1,1
North West,Cumbria,1,9,Autumn,2013,2498,3,4,NA,NA,NA,NA,NA,8.422746979,0.95,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2498,3,5,NA,NA,NA,2,2,8.422746979,0.95,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2498,2,2,2,1,NA,NA,NA,8.422746979,0.95,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2498,2,2,1,NA,NA,NA,NA,8.422746979,0.95,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2498,3,1,NA,NA,NA,NA,NA,8.422746979,0.95,0,1,1,0,0,1,1
East of England,Suffolk,1,9,Autumn,2016,1124,3,3,NA,NA,NA,NA,NA,8.458104024,0.97,1,1,1,1,1,0,1
East of England,Suffolk,1,3,Spring,2018,1124,1,2,2,NA,NA,NA,NA,8.458104024,0.97,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1124,2,2,NA,NA,NA,NA,NA,8.458104024,0.97,0,1,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2018,2723,1,2,4,NA,NA,NA,NA,8.474239651,0.95,1,0,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2019,2723,4,4,NA,NA,NA,NA,NA,8.474239651,0.95,1,0,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7223,1,4,NA,NA,NA,NA,NA,8.478960806,0.96,1,1,1,1,1,0,0
North West,Cumbria,1,6,Spring,2017,2552,1,1,2,3,NA,NA,NA,8.512180246,0.40,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2552,2,2,3,NA,NA,NA,NA,8.512180246,0.40,0,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2019,2552,3,3,NA,NA,NA,NA,NA,8.512180246,0.40,0,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2017,2589,2,2,2,1,NA,NA,NA,8.517805692,1.00,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2589,2,2,1,NA,NA,NA,NA,8.517805692,1.00,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2589,1,1,NA,NA,NA,NA,NA,8.517805692,1.00,1,1,1,0,0,0,1
East of England,NA,1,3,Spring,2015,7263,0,0,NA,NA,NA,NA,NA,8.55551605,0.33,1,0,0,0,0,0,0
Wales,NA,1,3,Spring,2015,7171,5,3,NA,NA,NA,NA,NA,8.560905242,1.71,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7489,5,3,NA,NA,NA,NA,NA,8.586331523,0.97,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7117,1,5,NA,NA,NA,NA,NA,8.59792536,0.97,1,1,1,0,1,0,0
London,NA,1,9,Autumn,2016,7151,4,4,NA,NA,NA,NA,NA,8.605977298,0.60,1,1,1,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1136,1,4,NA,NA,NA,NA,NA,8.616237542,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1136,3,3,NA,NA,NA,NA,NA,8.616237542,0.97,0,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7565,5,5,NA,NA,NA,NA,NA,8.622462351,0.33,1,1,0,0,1,1,0
East of England,Suffolk,1,9,Autumn,2016,2049,3,3,5,4,NA,NA,NA,8.629186844,0.84,0,1,1,0,1,0,1
East of England,Suffolk,1,12,Autumn,2017,2049,3,5,4,NA,NA,NA,NA,8.629186844,0.84,0,1,0,0,1,0,1
East of England,Suffolk,1,12,Autumn,2018,2049,3,4,NA,NA,NA,NA,NA,8.629186844,0.84,1,0,0,0,1,0,1
North West,Cumbria,1,4,Spring,2017,2484,3,3,1,3,NA,NA,NA,8.658190661,0.97,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2484,1,1,3,NA,NA,NA,NA,8.658190661,0.97,0,1,0,0,0,0,1
North West,Cumbria,1,3,Spring,2019,2484,3,3,NA,NA,NA,NA,NA,8.658190661,0.97,1,1,1,0,0,1,1
East of England,Suffolk,1,3,Spring,2009,7365,3,1,NA,3,3,1,1,8.668995775,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,7365,3,3,3,1,1,3,NA,8.668995775,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,7365,1,3,1,1,3,NA,NA,8.668995775,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,7365,1,1,1,3,NA,NA,NA,8.668995775,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,7365,3,1,3,NA,NA,NA,NA,8.668995775,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,7365,3,3,NA,NA,NA,NA,NA,8.668995775,0.97,1,1,1,0,1,0,1
East of England,NA,1,3,Spring,2016,7345,3,1,NA,1,NA,NA,NA,8.688273088,0.60,1,1,0,0,1,0,0
East of England,NA,1,6,Spring,2018,7345,2,1,NA,NA,NA,NA,NA,8.688273088,0.60,1,0,0,0,1,0,0
West Midlands,West Midlands,1,3,Spring,2015,2626,5,5,3,5,5,NA,NA,8.735206747,0.98,1,1,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2016,2626,3,3,5,5,NA,NA,NA,8.735206747,0.98,1,1,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2017,2626,3,5,5,NA,NA,NA,NA,8.735206747,0.98,1,0,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2018,2626,3,5,NA,NA,NA,NA,NA,8.735206747,0.98,1,0,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,4445,1,2,NA,NA,NA,NA,NA,8.748627501,0.99,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2011,7368,3,5,5,5,NA,1,NA,8.799298159,0.98,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2012,7368,3,5,5,NA,1,NA,NA,8.799298159,0.98,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2013,7368,3,5,NA,1,NA,NA,NA,8.799298159,0.98,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7368,2,1,NA,NA,NA,NA,NA,8.799298159,0.98,1,1,1,1,1,0,0
East of England,Suffolk,1,9,Autumn,2009,1206,3,NA,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2010,1206,3,NA,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2011,1206,3,NA,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2012,1206,5,NA,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2013,1206,3,NA,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2014,1206,5,NA,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2015,1206,3,3,2,NA,NA,NA,NA,8.894169834,0.74,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,1206,2,2,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2009,1206,0,5,5,5,5,5,3,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2010,1206,0,5,5,5,5,3,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,1206,0,5,5,5,3,NA,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,1206,0,5,5,3,NA,NA,NA,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,1206,0,5,3,NA,NA,NA,5,8.894169834,0.74,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1206,0,3,NA,NA,NA,5,1,8.894169834,0.74,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2018,1206,5,5,1,NA,NA,NA,NA,8.894169834,0.74,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1206,2,1,NA,NA,NA,NA,NA,8.894169834,0.74,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,7155,3,5,3,5,NA,NA,NA,8.906271946,0.83,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,7155,3,3,5,NA,NA,NA,NA,8.906271946,0.83,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,7155,1,5,NA,NA,NA,NA,NA,8.906271946,0.83,1,1,1,0,1,0,1
London,NA,1,9,Autumn,2016,7239,1,1,NA,NA,NA,NA,NA,8.971476696,0.58,1,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2016,7299,5,5,NA,NA,NA,NA,NA,9.010908437,0.99,1,0,0,0,1,0,0
North West,Cumbria,1,6,Spring,2017,2574,3,1,1,1,NA,NA,NA,9.019498151,0.56,0,0,1,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2574,3,1,1,NA,NA,NA,NA,9.019498151,0.56,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2574,5,1,NA,NA,NA,NA,NA,9.019498151,0.56,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2632,1,1,2,1,NA,NA,NA,9.034423616,0.00,0,0,1,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2632,2,2,1,NA,NA,NA,NA,9.034423616,0.00,0,0,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2632,1,1,NA,NA,NA,NA,NA,9.034423616,0.00,0,1,1,0,0,1,1
Wales,NA,1,3,Spring,2015,7616,5,5,NA,NA,NA,NA,NA,9.035230577,0.95,1,1,0,1,1,0,0
East of England,NA,1,9,Autumn,2016,7408,3,2,NA,NA,NA,NA,NA,9.079288745,0.93,1,1,0,1,1,0,0
East of England,NA,1,3,Spring,2015,7637,5,5,NA,NA,NA,NA,NA,9.085922515,1.00,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7390,1,1,1,1,NA,2,NA,9.113551599,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7390,1,1,1,NA,2,NA,NA,9.113551599,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2016,7390,1,1,NA,2,NA,NA,NA,9.113551599,0.98,1,1,1,0,1,0,0
East of England,NA,1,5,Spring,2018,7390,2,2,NA,NA,NA,NA,NA,9.113551599,0.98,0,0,0,0,1,0,0
East of England,NA,1,3,Spring,2014,7008,1,2,NA,NA,NA,NA,NA,9.215145847,0.83,1,1,0,0,1,0,0
Wales,NA,1,3,Spring,2015,7076,3,2,NA,NA,NA,NA,NA,9.216549037,0.60,0,0,1,0,0,1,0
East Midlands,East Midlands,1,11,Autumn,2017,2426,1,3,NA,NA,NA,NA,NA,9.262923644,0.98,1,0,0,0,1,0,1
